	Cross section of sclerenchyma fibers in plant ground tissue	0
2418	The Kentucky Wildcats men 's basketball team is a college basketball team representing the University of Kentucky .	0
2419	Kentucky has both the most all-time wins ( 2111 ) and the highest all-time winning percentage in the history of college basketball ( .762 ) .	0
2420	Kentucky 's all-time record currently stands at 2111–661 .	0
2421	Kentucky also leads all schools in total NCAA tournament appearances with 52 , is first in NCAA tournament wins with 111 , and ranks second to UCLA in NCAA championships with 8 .	0
2422	In addition to these titles , Kentucky also has won the National Invitation Tournament ( NIT ) in both 1946 and 1976 , making them the only school to win multiple NCAA and NIT championships .	0
2423	The Wildcats have played in a record 52 NCAA Tournaments , in a record 157 NCAA Tournament games , have a NCAA record 39 Sweet-16 appearances , a NCAA record 34 Elite-8 appearances , and have a NCAA record 61 total post-season tournament appearances ( NCAA and NIT ) .	0
2424	Further , Kentucky has played in 15 Final Fours ( tied with Duke for 3rd place all time ) , and has 11 NCAA Championship Game appearances ( second all time to UCLA ) , winning 8 NCAA Championships ( second all time to UCLA ) .	0
2425	Kentucky also leads all schools with 57 20-win seasons , 13 30-win seasons , and is the only school with 5 different NCAA Championship coaches ( Rupp , Hall , Pitino , Smith , Calipari ) .	0
2426	The Wildcats play their home games in Rupp Arena , a facility named for their former coach , Adolph Rupp .	0
2427	Rupp Arena is the largest arena in the United States built specifically for basketball , with an official capacity of 23,500 .	0
2428	As a result , Kentucky consistently ranks first in the nation in home game attendance .	0
2429	The team 's huge fan base is often referred to as the `` Big Blue Nation `` or the `` Big Blue Mist '' , the latter because the fans typically engulf tournament and neutral-site venues .	0
2430	Likewise , the team itself is often referred to as the `` Big Blue '' .	0
2431	In the 1980s the team was credited with popularizing Midnight Madness .	0
2432	On April 1 , 2009 , John Calipari was formally announced as Kentucky 's 22nd men 's head basketball coach , replacing Billy Gillispie .	0
2433	The 2010 FIFA World Cup was the 19th FIFA World Cup , the world championship for men 's national association football teams .	0
2434	It took place in South Africa from 11 June to 11 July 2010 .	1
2435	The bidding process for hosting the tournament finals was open only to African nations ; in 2004 , the international football federation , FIFA , selected South Africa over Egypt and Morocco to become the first African nation to host the finals .	0
2436	The matches were played in ten stadiums in nine host cities around the country , with the final played at the Soccer City stadium in South Africa 's largest city , Johannesburg .	0
2437	Thirty-two teams were selected for participation via a worldwide qualification tournament that began in August 2007 .	0
2438	In the first round of the tournament finals , the teams competed in round-robin groups of four teams for points , with the top two teams in each group proceeding .	0
2439	These sixteen teams advanced to the knockout stage , where three rounds of play decided which teams would participate in the final .	0
2440	In the final , Spain , the European champions , defeated third-time finalists the Netherlands 1–0 after extra time , with Andrés Iniesta 's goal in the 116th minute giving Spain their first world title , becoming the eighth nation to win the tournament , and the first European nation to win the tournament outside its home continent .	0
2441	Host nation South Africa , 2006 world champions Italy and 2006 runners-up France were all eliminated in the first round of the tournament .	0
2442	It was the first time that the hosts were eliminated in the first round .	0
2443	New Zealand with their three draws were the only undefeated team in the tournament , but were also eliminated in the first round .	0
2444	Pepsi Max is a low- calorie , sugar -free cola , marketed by PepsiCo as an alternative to Pepsi and Diet Pepsi .	0
2445	A different drink with the same name is sold in United States as `` Pepsi Max `` .	0
2446	Unlike the international beverage , the US drink 's ingredient label mentions ginseng , and that drink contains nearly twice as much caffeine as Diet Pepsi ( 46 mg vs. 24 mg per 8 fl oz ) .	0
2447	The Jägerbomb ( ) is a bomb shot cocktail that was originally mixed by dropping a shot of Jägermeister into a glass of beer and in recent years evolved by the Bagheri brothers ( UK ) with Red Bull or other energy drinks .	1
2448	In German-speaking countries , it is called a `` Turbojäger '' or a `` Flying Hirsch '' ( Flying Stag ) — where `` Flying '' is derived from the slogan `` Red Bull gives you wings '' and `` Stag `` originates in the Jägermeister logo .	0
2449	A long drink mixed with Jägermeister and Red Bull is called `` JägerBull '' as it is adopted from Jägermeister and RedBull .	0
2450	In Finland , it is called an `` Akkuhappo '' ( Battery Acid ) .	0
2451	A Tree Grows in Brooklyn is a 1943 novel written by Betty Smith .	1
2452	The story focuses on an Irish-American family in Williamsburg , Brooklyn , New York City .	0
2453	The novel is set in the first and second decades of the 20th century .	0
2454	The book was an immense success .	0
2455	The main metaphor of the book is the hardy Tree of Heaven , native to China and Taiwan , now considered invasive , and common in the vacant lots of New York City .	0
2456	Apache Flex , formerly Adobe Flex , is a software development kit ( SDK ) for the development and deployment of cross-platform rich Internet applications based on the Adobe Flash platform .	0
2457	Initially developed by Macromedia and then acquired by Adobe Systems , Flex was donated by Adobe to the Apache Software Foundation in 2011 and promoted to a top-level project in December 2012 .	0
2458	The Flex 3 SDK was released under the open source Mozilla Public License in 2008 .	0
2459	Consequently , Flex applications can be developed using standard IDEs , for example Eclipse , as well as the proprietary Adobe Flash Builder .	0
2460	The latest version of the SDK is version 4.9 .	0
2461	It is released under version 2 of the Apache License .	0
2462	Frederick is a masculine given name meaning `` peaceful ruler . ''	0
2463	It is the English form of the German name Friedrich .	0
2464	Its meaning is derived from the Germanic word elements frid , or peace , and ric , meaning `` ruler `` or `` power . ''	0
2465	Frederick ranked among the top 100 names in the United States between 1880 and 1957 and has declined thereafter .	0
2466	It was ranked as the 536th most popular name for boys in 2009 in the United States .	0
2467	It ranked as the 99th most popular name for boys in England and Wales in 2007 .	0
2468	Freddie , a short form , ranked as the 60th most popular name for boys in England and Wales in 2008 .	0
